Validation_Set,Topics,Alpha,Beta,Coherence
75% Corpus,18,0.61,0.31,0.5036204951542064
75% Corpus,18,0.61,0.61,0.506499136166828
75% Corpus,18,0.61,0.9099999999999999,0.4667490102720109
75% Corpus,18,0.61,symmetric,0.5039354896253497
75% Corpus,18,0.9099999999999999,0.01,0.5045343004380765
75% Corpus,18,0.9099999999999999,0.31,0.5020588137216742
75% Corpus,18,0.9099999999999999,0.61,0.4880384126844393
75% Corpus,18,0.9099999999999999,0.9099999999999999,0.46607424872540937
75% Corpus,18,0.9099999999999999,symmetric,0.5049318861167269
75% Corpus,18,symmetric,0.01,0.49786275458393064
75% Corpus,18,symmetric,0.31,0.49864310133951123
75% Corpus,18,symmetric,0.61,0.48988526066864885
75% Corpus,18,symmetric,0.9099999999999999,0.4617522170068086
75% Corpus,18,symmetric,symmetric,0.49857024336851197
75% Corpus,18,asymmetric,0.01,0.5164061355738535
75% Corpus,18,asymmetric,0.31,0.5186970079527373
75% Corpus,18,asymmetric,0.61,0.5050475145046268
75% Corpus,18,asymmetric,0.9099999999999999,0.480506655599412
75% Corpus,18,asymmetric,symmetric,0.5237662243951323
75% Corpus,19,0.01,0.01,0.4971856194704424
75% Corpus,19,0.01,0.31,0.49857942878638817
75% Corpus,19,0.01,0.61,0.48988526066864874
75% Corpus,19,0.01,0.9099999999999999,0.4633756720882688
75% Corpus,19,0.01,symmetric,0.49469541401562367
75% Corpus,19,0.31,0.01,0.5006853100683938
75% Corpus,19,0.31,0.31,0.5001140226663646
75% Corpus,19,0.31,0.61,0.49377148106841756
75% Corpus,19,0.31,0.9099999999999999,0.460125039149094
75% Corpus,19,0.31,symmetric,0.49545798112910494
75% Corpus,19,0.61,0.01,0.5051364215126333
75% Corpus,19,0.61,0.31,0.5036204951542064
75% Corpus,19,0.61,0.61,0.506499136166828
75% Corpus,19,0.61,0.9099999999999999,0.4667490102720109
75% Corpus,19,0.61,symmetric,0.5039354896253497
75% Corpus,19,0.9099999999999999,0.01,0.5045343004380765
75% Corpus,19,0.9099999999999999,0.31,0.5020588137216742
75% Corpus,19,0.9099999999999999,0.61,0.4880384126844393
75% Corpus,19,0.9099999999999999,0.9099999999999999,0.46607424872540937
75% Corpus,19,0.9099999999999999,symmetric,0.5049318861167269
75% Corpus,19,symmetric,0.01,0.49786275458393064
75% Corpus,19,symmetric,0.31,0.49864310133951123
75% Corpus,19,symmetric,0.61,0.48988526066864885
75% Corpus,19,symmetric,0.9099999999999999,0.4617522170068086
75% Corpus,19,symmetric,symmetric,0.49857024336851197
75% Corpus,19,asymmetric,0.01,0.5164061355738535
75% Corpus,19,asymmetric,0.31,0.5186970079527373
75% Corpus,19,asymmetric,0.61,0.5050475145046268
75% Corpus,19,asymmetric,0.9099999999999999,0.480506655599412
75% Corpus,19,asymmetric,symmetric,0.5237662243951323
75% Corpus,20,0.01,0.01,0.4971856194704424
75% Corpus,20,0.01,0.31,0.49857942878638817
75% Corpus,20,0.01,0.61,0.48988526066864874
75% Corpus,20,0.01,0.9099999999999999,0.4633756720882688
75% Corpus,20,0.01,symmetric,0.49469541401562367
75% Corpus,20,0.31,0.01,0.5006853100683938
75% Corpus,20,0.31,0.31,0.5001140226663646
75% Corpus,20,0.31,0.61,0.49377148106841756
75% Corpus,20,0.31,0.9099999999999999,0.460125039149094
75% Corpus,20,0.31,symmetric,0.49545798112910494
75% Corpus,20,0.61,0.01,0.5051364215126333
75% Corpus,20,0.61,0.31,0.5036204951542064
75% Corpus,20,0.61,0.61,0.506499136166828
75% Corpus,20,0.61,0.9099999999999999,0.4667490102720109
75% Corpus,20,0.61,symmetric,0.5039354896253497
75% Corpus,20,0.9099999999999999,0.01,0.5045343004380765
75% Corpus,20,0.9099999999999999,0.31,0.5020588137216742
75% Corpus,20,0.9099999999999999,0.61,0.4880384126844393
75% Corpus,20,0.9099999999999999,0.9099999999999999,0.46607424872540937
75% Corpus,20,0.9099999999999999,symmetric,0.5049318861167269
75% Corpus,20,symmetric,0.01,0.49786275458393064
75% Corpus,20,symmetric,0.31,0.49864310133951123
75% Corpus,20,symmetric,0.61,0.48988526066864885
75% Corpus,20,symmetric,0.9099999999999999,0.4617522170068086
75% Corpus,20,symmetric,symmetric,0.49857024336851197
75% Corpus,20,asymmetric,0.01,0.5164061355738535
75% Corpus,20,asymmetric,0.31,0.5186970079527373
75% Corpus,20,asymmetric,0.61,0.5050475145046268
75% Corpus,20,asymmetric,0.9099999999999999,0.480506655599412
75% Corpus,20,asymmetric,symmetric,0.5237662243951323
75% Corpus,21,0.01,0.01,0.4971856194704424
75% Corpus,21,0.01,0.31,0.49857942878638817
75% Corpus,21,0.01,0.61,0.48988526066864874
75% Corpus,21,0.01,0.9099999999999999,0.4633756720882688
75% Corpus,21,0.01,symmetric,0.49469541401562367
75% Corpus,21,0.31,0.01,0.5006853100683938
75% Corpus,21,0.31,0.31,0.5001140226663646
75% Corpus,21,0.31,0.61,0.49377148106841756
75% Corpus,21,0.31,0.9099999999999999,0.460125039149094
75% Corpus,21,0.31,symmetric,0.49545798112910494
75% Corpus,21,0.61,0.01,0.5051364215126333
75% Corpus,21,0.61,0.31,0.5036204951542064
75% Corpus,21,0.61,0.61,0.506499136166828
75% Corpus,21,0.61,0.9099999999999999,0.4667490102720109
75% Corpus,21,0.61,symmetric,0.5039354896253497
75% Corpus,21,0.9099999999999999,0.01,0.5045343004380765
75% Corpus,21,0.9099999999999999,0.31,0.5020588137216742
75% Corpus,21,0.9099999999999999,0.61,0.4880384126844393
75% Corpus,21,0.9099999999999999,0.9099999999999999,0.46607424872540937
75% Corpus,21,0.9099999999999999,symmetric,0.5049318861167269
75% Corpus,21,symmetric,0.01,0.49786275458393064
75% Corpus,21,symmetric,0.31,0.49864310133951123
75% Corpus,21,symmetric,0.61,0.48988526066864885
75% Corpus,21,symmetric,0.9099999999999999,0.4617522170068086
75% Corpus,21,symmetric,symmetric,0.49857024336851197
75% Corpus,21,asymmetric,0.01,0.5164061355738535
75% Corpus,21,asymmetric,0.31,0.5186970079527373
75% Corpus,21,asymmetric,0.61,0.5050475145046268
75% Corpus,21,asymmetric,0.9099999999999999,0.480506655599412
75% Corpus,21,asymmetric,symmetric,0.5237662243951323
75% Corpus,22,0.01,0.01,0.4971856194704424
75% Corpus,22,0.01,0.31,0.49857942878638817
75% Corpus,22,0.01,0.61,0.48988526066864874
75% Corpus,22,0.01,0.9099999999999999,0.4633756720882688
75% Corpus,22,0.01,symmetric,0.49469541401562367
75% Corpus,22,0.31,0.01,0.5006853100683938
75% Corpus,22,0.31,0.31,0.5001140226663646
75% Corpus,22,0.31,0.61,0.49377148106841756
75% Corpus,22,0.31,0.9099999999999999,0.460125039149094
75% Corpus,22,0.31,symmetric,0.49545798112910494
75% Corpus,22,0.61,0.01,0.5051364215126333
75% Corpus,22,0.61,0.31,0.5036204951542064
75% Corpus,22,0.61,0.61,0.506499136166828
75% Corpus,22,0.61,0.9099999999999999,0.4667490102720109
75% Corpus,22,0.61,symmetric,0.5039354896253497
75% Corpus,22,0.9099999999999999,0.01,0.5045343004380765
75% Corpus,22,0.9099999999999999,0.31,0.5020588137216742
75% Corpus,22,0.9099999999999999,0.61,0.4880384126844393
75% Corpus,22,0.9099999999999999,0.9099999999999999,0.46607424872540937
75% Corpus,22,0.9099999999999999,symmetric,0.5049318861167269
75% Corpus,22,symmetric,0.01,0.49786275458393064
75% Corpus,22,symmetric,0.31,0.49864310133951123
75% Corpus,22,symmetric,0.61,0.48988526066864885
75% Corpus,22,symmetric,0.9099999999999999,0.4617522170068086
75% Corpus,22,symmetric,symmetric,0.49857024336851197
75% Corpus,22,asymmetric,0.01,0.5164061355738535
75% Corpus,22,asymmetric,0.31,0.5186970079527373
75% Corpus,22,asymmetric,0.61,0.5050475145046268
75% Corpus,22,asymmetric,0.9099999999999999,0.480506655599412
75% Corpus,22,asymmetric,symmetric,0.5237662243951323
75% Corpus,23,0.01,0.01,0.4971856194704424
75% Corpus,23,0.01,0.31,0.49857942878638817
75% Corpus,23,0.01,0.61,0.48988526066864874
75% Corpus,23,0.01,0.9099999999999999,0.4633756720882688
75% Corpus,23,0.01,symmetric,0.49469541401562367
75% Corpus,23,0.31,0.01,0.5006853100683938
75% Corpus,23,0.31,0.31,0.5001140226663646
75% Corpus,23,0.31,0.61,0.49377148106841756
75% Corpus,23,0.31,0.9099999999999999,0.460125039149094
75% Corpus,23,0.31,symmetric,0.49545798112910494
75% Corpus,23,0.61,0.01,0.5051364215126333
75% Corpus,23,0.61,0.31,0.5036204951542064
75% Corpus,23,0.61,0.61,0.506499136166828
75% Corpus,23,0.61,0.9099999999999999,0.4667490102720109
75% Corpus,23,0.61,symmetric,0.5039354896253497
75% Corpus,23,0.9099999999999999,0.01,0.5045343004380765
75% Corpus,23,0.9099999999999999,0.31,0.5020588137216742
75% Corpus,23,0.9099999999999999,0.61,0.4880384126844393
75% Corpus,23,0.9099999999999999,0.9099999999999999,0.46607424872540937
75% Corpus,23,0.9099999999999999,symmetric,0.5049318861167269
75% Corpus,23,symmetric,0.01,0.49786275458393064
75% Corpus,23,symmetric,0.31,0.49864310133951123
75% Corpus,23,symmetric,0.61,0.48988526066864885
75% Corpus,23,symmetric,0.9099999999999999,0.4617522170068086
75% Corpus,23,symmetric,symmetric,0.49857024336851197
75% Corpus,23,asymmetric,0.01,0.5164061355738535
75% Corpus,23,asymmetric,0.31,0.5186970079527373
75% Corpus,23,asymmetric,0.61,0.5050475145046268
75% Corpus,23,asymmetric,0.9099999999999999,0.480506655599412
75% Corpus,23,asymmetric,symmetric,0.5237662243951323
75% Corpus,24,0.01,0.01,0.4971856194704424
75% Corpus,24,0.01,0.31,0.49857942878638817
75% Corpus,24,0.01,0.61,0.48988526066864874
75% Corpus,24,0.01,0.9099999999999999,0.4633756720882688
75% Corpus,24,0.01,symmetric,0.49469541401562367
75% Corpus,24,0.31,0.01,0.5006853100683938
75% Corpus,24,0.31,0.31,0.5001140226663646
75% Corpus,24,0.31,0.61,0.49377148106841756
75% Corpus,24,0.31,0.9099999999999999,0.460125039149094
75% Corpus,24,0.31,symmetric,0.49545798112910494
75% Corpus,24,0.61,0.01,0.5051364215126333
75% Corpus,24,0.61,0.31,0.5036204951542064
75% Corpus,24,0.61,0.61,0.506499136166828
75% Corpus,24,0.61,0.9099999999999999,0.4667490102720109
75% Corpus,24,0.61,symmetric,0.5039354896253497
75% Corpus,24,0.9099999999999999,0.01,0.5045343004380765
75% Corpus,24,0.9099999999999999,0.31,0.5020588137216742
75% Corpus,24,0.9099999999999999,0.61,0.4880384126844393
75% Corpus,24,0.9099999999999999,0.9099999999999999,0.46607424872540937
75% Corpus,24,0.9099999999999999,symmetric,0.5049318861167269
75% Corpus,24,symmetric,0.01,0.49786275458393064
75% Corpus,24,symmetric,0.31,0.49864310133951123
75% Corpus,24,symmetric,0.61,0.48988526066864885
75% Corpus,24,symmetric,0.9099999999999999,0.4617522170068086
75% Corpus,24,symmetric,symmetric,0.49857024336851197
75% Corpus,24,asymmetric,0.01,0.5164061355738535
75% Corpus,24,asymmetric,0.31,0.5186970079527373
75% Corpus,24,asymmetric,0.61,0.5050475145046268
75% Corpus,24,asymmetric,0.9099999999999999,0.480506655599412
75% Corpus,24,asymmetric,symmetric,0.5237662243951323
75% Corpus,25,0.01,0.01,0.4971856194704424
75% Corpus,25,0.01,0.31,0.49857942878638817
75% Corpus,25,0.01,0.61,0.48988526066864874
75% Corpus,25,0.01,0.9099999999999999,0.4633756720882688
75% Corpus,25,0.01,symmetric,0.49469541401562367
75% Corpus,25,0.31,0.01,0.5006853100683938
75% Corpus,25,0.31,0.31,0.5001140226663646
75% Corpus,25,0.31,0.61,0.49377148106841756
75% Corpus,25,0.31,0.9099999999999999,0.460125039149094
75% Corpus,25,0.31,symmetric,0.49545798112910494
75% Corpus,25,0.61,0.01,0.5051364215126333
75% Corpus,25,0.61,0.31,0.5036204951542064
75% Corpus,25,0.61,0.61,0.506499136166828
75% Corpus,25,0.61,0.9099999999999999,0.4667490102720109
75% Corpus,25,0.61,symmetric,0.5039354896253497
75% Corpus,25,0.9099999999999999,0.01,0.5045343004380765
75% Corpus,25,0.9099999999999999,0.31,0.5020588137216742
75% Corpus,25,0.9099999999999999,0.61,0.4880384126844393
75% Corpus,25,0.9099999999999999,0.9099999999999999,0.46607424872540937
75% Corpus,25,0.9099999999999999,symmetric,0.5049318861167269
75% Corpus,25,symmetric,0.01,0.49786275458393064
75% Corpus,25,symmetric,0.31,0.49864310133951123
75% Corpus,25,symmetric,0.61,0.48988526066864885
75% Corpus,25,symmetric,0.9099999999999999,0.4617522170068086
75% Corpus,25,symmetric,symmetric,0.49857024336851197
75% Corpus,25,asymmetric,0.01,0.5164061355738535
75% Corpus,25,asymmetric,0.31,0.5186970079527373
75% Corpus,25,asymmetric,0.61,0.5050475145046268
75% Corpus,25,asymmetric,0.9099999999999999,0.480506655599412
75% Corpus,25,asymmetric,symmetric,0.5237662243951323
75% Corpus,26,0.01,0.01,0.4971856194704424
75% Corpus,26,0.01,0.31,0.49857942878638817
75% Corpus,26,0.01,0.61,0.48988526066864874
75% Corpus,26,0.01,0.9099999999999999,0.4633756720882688
75% Corpus,26,0.01,symmetric,0.49469541401562367
75% Corpus,26,0.31,0.01,0.5006853100683938
75% Corpus,26,0.31,0.31,0.5001140226663646
75% Corpus,26,0.31,0.61,0.49377148106841756
75% Corpus,26,0.31,0.9099999999999999,0.460125039149094
75% Corpus,26,0.31,symmetric,0.49545798112910494
75% Corpus,26,0.61,0.01,0.5051364215126333
75% Corpus,26,0.61,0.31,0.5036204951542064
75% Corpus,26,0.61,0.61,0.506499136166828
75% Corpus,26,0.61,0.9099999999999999,0.4667490102720109
75% Corpus,26,0.61,symmetric,0.5039354896253497
75% Corpus,26,0.9099999999999999,0.01,0.5045343004380765
75% Corpus,26,0.9099999999999999,0.31,0.5020588137216742
75% Corpus,26,0.9099999999999999,0.61,0.4880384126844393
75% Corpus,26,0.9099999999999999,0.9099999999999999,0.46607424872540937
75% Corpus,26,0.9099999999999999,symmetric,0.5049318861167269
75% Corpus,26,symmetric,0.01,0.49786275458393064
75% Corpus,26,symmetric,0.31,0.49864310133951123
75% Corpus,26,symmetric,0.61,0.48988526066864885
75% Corpus,26,symmetric,0.9099999999999999,0.4617522170068086
75% Corpus,26,symmetric,symmetric,0.49857024336851197
75% Corpus,26,asymmetric,0.01,0.5164061355738535
75% Corpus,26,asymmetric,0.31,0.5186970079527373
75% Corpus,26,asymmetric,0.61,0.5050475145046268
75% Corpus,26,asymmetric,0.9099999999999999,0.480506655599412
75% Corpus,26,asymmetric,symmetric,0.5237662243951323
75% Corpus,27,0.01,0.01,0.4971856194704424
75% Corpus,27,0.01,0.31,0.49857942878638817
75% Corpus,27,0.01,0.61,0.48988526066864874
75% Corpus,27,0.01,0.9099999999999999,0.4633756720882688
75% Corpus,27,0.01,symmetric,0.49469541401562367
75% Corpus,27,0.31,0.01,0.5006853100683938
75% Corpus,27,0.31,0.31,0.5001140226663646
75% Corpus,27,0.31,0.61,0.49377148106841756
75% Corpus,27,0.31,0.9099999999999999,0.460125039149094
75% Corpus,27,0.31,symmetric,0.49545798112910494
75% Corpus,27,0.61,0.01,0.5051364215126333
75% Corpus,27,0.61,0.31,0.5036204951542064
75% Corpus,27,0.61,0.61,0.506499136166828
75% Corpus,27,0.61,0.9099999999999999,0.4667490102720109
75% Corpus,27,0.61,symmetric,0.5039354896253497
75% Corpus,27,0.9099999999999999,0.01,0.5045343004380765
75% Corpus,27,0.9099999999999999,0.31,0.5020588137216742
75% Corpus,27,0.9099999999999999,0.61,0.4880384126844393
75% Corpus,27,0.9099999999999999,0.9099999999999999,0.46607424872540937
75% Corpus,27,0.9099999999999999,symmetric,0.5049318861167269
75% Corpus,27,symmetric,0.01,0.49786275458393064
75% Corpus,27,symmetric,0.31,0.49864310133951123
75% Corpus,27,symmetric,0.61,0.48988526066864885
75% Corpus,27,symmetric,0.9099999999999999,0.4617522170068086
75% Corpus,27,symmetric,symmetric,0.49857024336851197
75% Corpus,27,asymmetric,0.01,0.5164061355738535
75% Corpus,27,asymmetric,0.31,0.5186970079527373
75% Corpus,27,asymmetric,0.61,0.5050475145046268
75% Corpus,27,asymmetric,0.9099999999999999,0.480506655599412
75% Corpus,27,asymmetric,symmetric,0.5237662243951323
75% Corpus,28,0.01,0.01,0.4971856194704424
75% Corpus,28,0.01,0.31,0.49857942878638817
75% Corpus,28,0.01,0.61,0.48988526066864874
75% Corpus,28,0.01,0.9099999999999999,0.4633756720882688
75% Corpus,28,0.01,symmetric,0.49469541401562367
75% Corpus,28,0.31,0.01,0.5006853100683938
75% Corpus,28,0.31,0.31,0.5001140226663646
75% Corpus,28,0.31,0.61,0.49377148106841756
75% Corpus,28,0.31,0.9099999999999999,0.460125039149094
75% Corpus,28,0.31,symmetric,0.49545798112910494
75% Corpus,28,0.61,0.01,0.5051364215126333
75% Corpus,28,0.61,0.31,0.5036204951542064
75% Corpus,28,0.61,0.61,0.506499136166828
75% Corpus,28,0.61,0.9099999999999999,0.4667490102720109
75% Corpus,28,0.61,symmetric,0.5039354896253497
75% Corpus,28,0.9099999999999999,0.01,0.5045343004380765
75% Corpus,28,0.9099999999999999,0.31,0.5020588137216742
75% Corpus,28,0.9099999999999999,0.61,0.4880384126844393
75% Corpus,28,0.9099999999999999,0.9099999999999999,0.46607424872540937
75% Corpus,28,0.9099999999999999,symmetric,0.5049318861167269
75% Corpus,28,symmetric,0.01,0.49786275458393064
75% Corpus,28,symmetric,0.31,0.49864310133951123
75% Corpus,28,symmetric,0.61,0.48988526066864885
75% Corpus,28,symmetric,0.9099999999999999,0.4617522170068086
75% Corpus,28,symmetric,symmetric,0.49857024336851197
75% Corpus,28,asymmetric,0.01,0.5164061355738535
75% Corpus,28,asymmetric,0.31,0.5186970079527373
75% Corpus,28,asymmetric,0.61,0.5050475145046268
75% Corpus,28,asymmetric,0.9099999999999999,0.480506655599412
75% Corpus,28,asymmetric,symmetric,0.5237662243951323
75% Corpus,29,0.01,0.01,0.4971856194704424
75% Corpus,29,0.01,0.31,0.49857942878638817
75% Corpus,29,0.01,0.61,0.48988526066864874
75% Corpus,29,0.01,0.9099999999999999,0.4633756720882688
75% Corpus,29,0.01,symmetric,0.49469541401562367
75% Corpus,29,0.31,0.01,0.5006853100683938
75% Corpus,29,0.31,0.31,0.5001140226663646
75% Corpus,29,0.31,0.61,0.49377148106841756
75% Corpus,29,0.31,0.9099999999999999,0.460125039149094
75% Corpus,29,0.31,symmetric,0.49545798112910494
75% Corpus,29,0.61,0.01,0.5051364215126333
75% Corpus,29,0.61,0.31,0.5036204951542064
75% Corpus,29,0.61,0.61,0.506499136166828
75% Corpus,29,0.61,0.9099999999999999,0.4667490102720109
75% Corpus,29,0.61,symmetric,0.5039354896253497
75% Corpus,29,0.9099999999999999,0.01,0.5045343004380765
75% Corpus,29,0.9099999999999999,0.31,0.5020588137216742
75% Corpus,29,0.9099999999999999,0.61,0.4880384126844393
75% Corpus,29,0.9099999999999999,0.9099999999999999,0.46607424872540937
75% Corpus,29,0.9099999999999999,symmetric,0.5049318861167269
75% Corpus,29,symmetric,0.01,0.49786275458393064
75% Corpus,29,symmetric,0.31,0.49864310133951123
75% Corpus,29,symmetric,0.61,0.48988526066864885
75% Corpus,29,symmetric,0.9099999999999999,0.4617522170068086
75% Corpus,29,symmetric,symmetric,0.49857024336851197
75% Corpus,29,asymmetric,0.01,0.5164061355738535
75% Corpus,29,asymmetric,0.31,0.5186970079527373
75% Corpus,29,asymmetric,0.61,0.5050475145046268
75% Corpus,29,asymmetric,0.9099999999999999,0.480506655599412
75% Corpus,29,asymmetric,symmetric,0.5237662243951323
75% Corpus,30,0.01,0.01,0.4971856194704424
75% Corpus,30,0.01,0.31,0.49857942878638817
75% Corpus,30,0.01,0.61,0.48988526066864874
75% Corpus,30,0.01,0.9099999999999999,0.4633756720882688
75% Corpus,30,0.01,symmetric,0.49469541401562367
75% Corpus,30,0.31,0.01,0.5006853100683938
75% Corpus,30,0.31,0.31,0.5001140226663646
75% Corpus,30,0.31,0.61,0.49377148106841756
75% Corpus,30,0.31,0.9099999999999999,0.460125039149094
75% Corpus,30,0.31,symmetric,0.49545798112910494
75% Corpus,30,0.61,0.01,0.5051364215126333
75% Corpus,30,0.61,0.31,0.5036204951542064
75% Corpus,30,0.61,0.61,0.506499136166828
75% Corpus,30,0.61,0.9099999999999999,0.4667490102720109
75% Corpus,30,0.61,symmetric,0.5039354896253497
75% Corpus,30,0.9099999999999999,0.01,0.5045343004380765
75% Corpus,30,0.9099999999999999,0.31,0.5020588137216742
75% Corpus,30,0.9099999999999999,0.61,0.4880384126844393
75% Corpus,30,0.9099999999999999,0.9099999999999999,0.46607424872540937
75% Corpus,30,0.9099999999999999,symmetric,0.5049318861167269
75% Corpus,30,symmetric,0.01,0.49786275458393064
75% Corpus,30,symmetric,0.31,0.49864310133951123
75% Corpus,30,symmetric,0.61,0.48988526066864885
75% Corpus,30,symmetric,0.9099999999999999,0.4617522170068086
75% Corpus,30,symmetric,symmetric,0.49857024336851197
75% Corpus,30,asymmetric,0.01,0.5164061355738535
75% Corpus,30,asymmetric,0.31,0.5186970079527373
75% Corpus,30,asymmetric,0.61,0.5050475145046268
75% Corpus,30,asymmetric,0.9099999999999999,0.480506655599412
75% Corpus,30,asymmetric,symmetric,0.5237662243951323
75% Corpus,31,0.01,0.01,0.4971856194704424
75% Corpus,31,0.01,0.31,0.49857942878638817
75% Corpus,31,0.01,0.61,0.48988526066864874
75% Corpus,31,0.01,0.9099999999999999,0.4633756720882688
75% Corpus,31,0.01,symmetric,0.49469541401562367
75% Corpus,31,0.31,0.01,0.5006853100683938
75% Corpus,31,0.31,0.31,0.5001140226663646
75% Corpus,31,0.31,0.61,0.49377148106841756
75% Corpus,31,0.31,0.9099999999999999,0.460125039149094
75% Corpus,31,0.31,symmetric,0.49545798112910494
75% Corpus,31,0.61,0.01,0.5051364215126333
75% Corpus,31,0.61,0.31,0.5036204951542064
75% Corpus,31,0.61,0.61,0.506499136166828
75% Corpus,31,0.61,0.9099999999999999,0.4667490102720109
75% Corpus,31,0.61,symmetric,0.5039354896253497
75% Corpus,31,0.9099999999999999,0.01,0.5045343004380765
75% Corpus,31,0.9099999999999999,0.31,0.5020588137216742
75% Corpus,31,0.9099999999999999,0.61,0.4880384126844393
75% Corpus,31,0.9099999999999999,0.9099999999999999,0.46607424872540937
75% Corpus,31,0.9099999999999999,symmetric,0.5049318861167269
75% Corpus,31,symmetric,0.01,0.49786275458393064
75% Corpus,31,symmetric,0.31,0.49864310133951123
75% Corpus,31,symmetric,0.61,0.48988526066864885
75% Corpus,31,symmetric,0.9099999999999999,0.4617522170068086
75% Corpus,31,symmetric,symmetric,0.49857024336851197
75% Corpus,31,asymmetric,0.01,0.5164061355738535
75% Corpus,31,asymmetric,0.31,0.5186970079527373
75% Corpus,31,asymmetric,0.61,0.5050475145046268
75% Corpus,31,asymmetric,0.9099999999999999,0.480506655599412
75% Corpus,31,asymmetric,symmetric,0.5237662243951323
75% Corpus,32,0.01,0.01,0.4971856194704424
75% Corpus,32,0.01,0.31,0.49857942878638817
75% Corpus,32,0.01,0.61,0.48988526066864874
75% Corpus,32,0.01,0.9099999999999999,0.4633756720882688
75% Corpus,32,0.01,symmetric,0.49469541401562367
75% Corpus,32,0.31,0.01,0.5006853100683938
75% Corpus,32,0.31,0.31,0.5001140226663646
75% Corpus,32,0.31,0.61,0.49377148106841756
75% Corpus,32,0.31,0.9099999999999999,0.460125039149094
75% Corpus,32,0.31,symmetric,0.49545798112910494
75% Corpus,32,0.61,0.01,0.5051364215126333
75% Corpus,32,0.61,0.31,0.5036204951542064
75% Corpus,32,0.61,0.61,0.506499136166828
75% Corpus,32,0.61,0.9099999999999999,0.4667490102720109
75% Corpus,32,0.61,symmetric,0.5039354896253497
75% Corpus,32,0.9099999999999999,0.01,0.5045343004380765
75% Corpus,32,0.9099999999999999,0.31,0.5020588137216742
75% Corpus,32,0.9099999999999999,0.61,0.4880384126844393
75% Corpus,32,0.9099999999999999,0.9099999999999999,0.46607424872540937
75% Corpus,32,0.9099999999999999,symmetric,0.5049318861167269
75% Corpus,32,symmetric,0.01,0.49786275458393064
75% Corpus,32,symmetric,0.31,0.49864310133951123
75% Corpus,32,symmetric,0.61,0.48988526066864885
75% Corpus,32,symmetric,0.9099999999999999,0.4617522170068086
75% Corpus,32,symmetric,symmetric,0.49857024336851197
75% Corpus,32,asymmetric,0.01,0.5164061355738535
75% Corpus,32,asymmetric,0.31,0.5186970079527373
75% Corpus,32,asymmetric,0.61,0.5050475145046268
75% Corpus,32,asymmetric,0.9099999999999999,0.480506655599412
75% Corpus,32,asymmetric,symmetric,0.5237662243951323
75% Corpus,33,0.01,0.01,0.4971856194704424
75% Corpus,33,0.01,0.31,0.49857942878638817
75% Corpus,33,0.01,0.61,0.48988526066864874
75% Corpus,33,0.01,0.9099999999999999,0.4633756720882688
75% Corpus,33,0.01,symmetric,0.49469541401562367
75% Corpus,33,0.31,0.01,0.5006853100683938
75% Corpus,33,0.31,0.31,0.5001140226663646
75% Corpus,33,0.31,0.61,0.49377148106841756
75% Corpus,33,0.31,0.9099999999999999,0.460125039149094
75% Corpus,33,0.31,symmetric,0.49545798112910494
75% Corpus,33,0.61,0.01,0.5051364215126333
75% Corpus,33,0.61,0.31,0.5036204951542064
75% Corpus,33,0.61,0.61,0.506499136166828
75% Corpus,33,0.61,0.9099999999999999,0.4667490102720109
75% Corpus,33,0.61,symmetric,0.5039354896253497
75% Corpus,33,0.9099999999999999,0.01,0.5045343004380765
75% Corpus,33,0.9099999999999999,0.31,0.5020588137216742
75% Corpus,33,0.9099999999999999,0.61,0.4880384126844393
75% Corpus,33,0.9099999999999999,0.9099999999999999,0.46607424872540937
75% Corpus,33,0.9099999999999999,symmetric,0.5049318861167269
75% Corpus,33,symmetric,0.01,0.49786275458393064
75% Corpus,33,symmetric,0.31,0.49864310133951123
75% Corpus,33,symmetric,0.61,0.48988526066864885
75% Corpus,33,symmetric,0.9099999999999999,0.4617522170068086
75% Corpus,33,symmetric,symmetric,0.49857024336851197
75% Corpus,33,asymmetric,0.01,0.5164061355738535
75% Corpus,33,asymmetric,0.31,0.5186970079527373
75% Corpus,33,asymmetric,0.61,0.5050475145046268
75% Corpus,33,asymmetric,0.9099999999999999,0.480506655599412
75% Corpus,33,asymmetric,symmetric,0.5237662243951323
75% Corpus,34,0.01,0.01,0.4971856194704424
75% Corpus,34,0.01,0.31,0.49857942878638817
75% Corpus,34,0.01,0.61,0.48988526066864874
75% Corpus,34,0.01,0.9099999999999999,0.4633756720882688
75% Corpus,34,0.01,symmetric,0.49469541401562367
75% Corpus,34,0.31,0.01,0.5006853100683938
75% Corpus,34,0.31,0.31,0.5001140226663646
75% Corpus,34,0.31,0.61,0.49377148106841756
75% Corpus,34,0.31,0.9099999999999999,0.460125039149094
75% Corpus,34,0.31,symmetric,0.49545798112910494
75% Corpus,34,0.61,0.01,0.5051364215126333
75% Corpus,34,0.61,0.31,0.5036204951542064
75% Corpus,34,0.61,0.61,0.506499136166828
75% Corpus,34,0.61,0.9099999999999999,0.4667490102720109
75% Corpus,34,0.61,symmetric,0.5039354896253497
75% Corpus,34,0.9099999999999999,0.01,0.5045343004380765
75% Corpus,34,0.9099999999999999,0.31,0.5020588137216742
75% Corpus,34,0.9099999999999999,0.61,0.4880384126844393
75% Corpus,34,0.9099999999999999,0.9099999999999999,0.46607424872540937
75% Corpus,34,0.9099999999999999,symmetric,0.5049318861167269
75% Corpus,34,symmetric,0.01,0.49786275458393064
75% Corpus,34,symmetric,0.31,0.49864310133951123
